species,state,lat,lon,date_time,day,month,year
Lycorma delicatula,New York,40.977361,-73.695639,2024-08-08 12:17:07,8,8,2024
Lycorma delicatula,New York,40.904488,-73.582276,2024-08-10 17:25:36,10,8,2024
Lycorma delicatula,Maryland,39.192459,-76.694775,2024-07-30 14:30:26,30,7,2024
Lycorma delicatula,New York,40.906017,-72.65722,2024-08-12 11:39:12,12,8,2024
Lycorma delicatula,Virginia,38.413988,-78.730414,2024-08-06 20:00,6,8,2024
Lycorma delicatula,New York,40.582583,-73.997305,2024-08-07 14:02:06,7,8,2024
Lycorma delicatula,Maryland,39.277469,-76.088845,2024-08-11 12:45,11,8,2024
Lycorma delicatula,Maryland,38.966671,-76.745484,2024-08-10 14:35:39,10,8,2024
Lycorma delicatula,Virginia,38.909792,-77.383952,2024-08-12 7:14:15,12,8,2024
Lycorma delicatula,Virginia,38.876392,-78.205161,2024-08-07 13:28,7,8,2024
Lycorma delicatula,Maryland,39.012122,-76.874981,2024-08-10 9:07:23,10,8,2024
Lycorma delicatula,Maryland,39.156617,-76.72847,2024-08-10 9:59:56,10,8,2024
Lycorma delicatula,Pennsylvania,40.096258,-76.872672,2024-08-10 9:49:02,10,8,2024
Lycorma delicatula,New Jersey,38.980842,-74.811114,2024-08-10 13:05:06,10,8,2024
Lycorma delicatula,New York,41.209211,-73.841662,2024-08-12 13:53:20,12,8,2024
Lycorma delicatula,New York,40.775822,-73.031294,2024-08-11 12:49:13,11,8,2024
Lycorma delicatula,New Jersey,40.78722,-74.689033,2024-08-12 19:53:53,12,8,2024
Lycorma delicatula,New Jersey,40.787497,-74.6867,2024-08-12 19:56:09,12,8,2024
Lycorma delicatula,New York,40.713082,-73.8237,2024-08-07 17:29:43,7,8,2024
Lycorma delicatula,Pennsylvania,41.116972,-77.604675,2023-09-30 14:07:35,30,9,2023
Lycorma delicatula,New York,40.940638,-73.901955,2024-08-10 16:40:52,10,8,2024
Lycorma delicatula,Connecticut,41.116714,-73.332192,2024-08-10 10:35:37,10,8,2024
Lycorma delicatula,Maryland,39.610058,-77.981255,2024-08-08 18:19:02,8,8,2024
Lycorma delicatula,New York,40.710087,-74.012594,2024-08-08 17:17:20,8,8,2024
Lycorma delicatula,Virginia,38.43508,-78.477478,2024-08-12 8:15:20,12,8,2024
Lycorma delicatula,New York,40.741068,-73.929399,2024-08-11 14:27,11,8,2024
Lycorma delicatula,Virginia,38.51379,-78.433164,2024-08-11 13:25:17,11,8,2024
Lycorma delicatula,Virginia,38.511504,-78.378571,2024-08-05 12:11:26,5,8,2024
Lycorma delicatula,Maryland,39.696166,-76.082912,2024-08-06 16:33:12,6,8,2024
Lycorma delicatula,New Jersey,40.473672,-74.421181,2024-08-07 17:03,7,8,2024
Lycorma delicatula,Maryland,39.178758,-76.805037,2024-08-12 12:28:28,12,8,2024
Lycorma delicatula,New York,40.767362,-73.976066,2024-08-08 12:59:27,8,8,2024
Lycorma delicatula,Pennsylvania,40.431408,-78.017248,2024-08-10 18:05:16,10,8,2024
Lycorma delicatula,Pennsylvania,40.449164,-76.520377,2024-08-10 8:39:05,10,8,2024
Lycorma delicatula,New York,41.125783,-73.713453,2024-08-09 16:46:59,9,8,2024
Lycorma delicatula,New York,41.446338,-74.363525,2024-08-11 11:15:02,11,8,2024
Lycorma delicatula,New York,40.861399,-73.875705,2024-07-07 12:20:42,7,7,2024
Lycorma delicatula,Maryland,39.112058,-75.751164,2024-08-08 13:33,8,8,2024
Lycorma delicatula,New Jersey,40.205822,-74.00435,2024-08-13 14:26:44,13,8,2024
Lycorma delicatula,New York,43.187636,-76.336465,2024-07-21 13:19:05,21,7,2024
Lycorma delicatula,Connecticut,41.093285,-73.520663,2024-08-13 10:34:48,13,8,2024
Lycorma delicatula,Pennsylvania,40.742838,-75.332506,2024-08-12 9:51,12,8,2024
Lycorma delicatula,New York,40.78822,-73.963713,2024-08-11 7:35:43,11,8,2024
Lycorma delicatula,Virginia,38.835042,-77.464633,2024-08-10 12:35:05,10,8,2024
Lycorma delicatula,West Virginia,39.461102,-77.987805,2024-08-10 8:38:31,10,8,2024
Lycorma delicatula,New Jersey,40.443237,-74.438619,2024-08-13 8:39,13,8,2024
Lycorma delicatula,New York,40.847228,-73.942138,2024-08-08 17:16:58,8,8,2024
Lycorma delicatula,Pennsylvania,39.793045,-77.235616,2024-08-12 13:59:53,12,8,2024
Lycorma delicatula,Pennsylvania,39.916211,-76.584411,2024-08-04 10:21,4,8,2024
Lycorma delicatula,Maryland,39.288282,-76.606491,2024-08-09 16:34:56,9,8,2024
Lycorma delicatula,New York,41.209211,-73.841671,2024-08-12 13:49:38,12,8,2024
Lycorma delicatula,Maryland,38.965333,-75.9318,2024-07-31 12:26:35,31,7,2024
Lycorma delicatula,New York,41.209202,-73.841681,2024-08-10 15:48:50,10,8,2024
Lycorma delicatula,Pennsylvania,40.214409,-77.453865,2024-08-06 9:15,6,8,2024
Lycorma delicatula,Connecticut,41.311387,-73.465545,2024-08-13 15:58:24,13,8,2024
Lycorma delicatula,Pennsylvania,39.957357,-75.166989,2024-08-13 11:31:48,13,8,2024
Lycorma delicatula,New Jersey,40.477291,-74.417662,2024-08-09 10:55,9,8,2024
Lycorma delicatula,Virginia,38.775608,-78.308953,2024-08-10 9:43,10,8,2024
Lycorma delicatula,Virginia,39.114206,-77.852942,2024-08-13 10:57:27,13,8,2024
Lycorma delicatula,Maryland,39.113911,-76.887111,2024-08-08 11:32:17,8,8,2024
Lycorma delicatula,New York,41.033369,-73.764164,2024-08-10 18:53:19,10,8,2024
Lycorma delicatula,New Jersey,40.644752,-74.331525,2024-08-10 13:54:02,10,8,2024
Lycorma delicatula,New York,40.797233,-73.825097,2024-08-10 16:32:47,10,8,2024
Lycorma delicatula,Maryland,39.677289,-78.807486,2024-07-26 17:26,26,7,2024
Lycorma delicatula,Virginia,39.15883,-78.194769,2024-08-07 12:11:54,7,8,2024
Lycorma delicatula,New York,40.897774,-73.324121,2024-08-05 13:28:12,5,8,2024
Lycorma delicatula,Virginia,38.775595,-78.308787,2024-08-10 9:40:11,10,8,2024
Lycorma delicatula,Virginia,38.915144,-78.017666,2024-08-10 12:29:49,10,8,2024
Lycorma delicatula,New York,41.043208,-73.747764,2024-08-07 10:09:26,7,8,2024
Lycorma delicatula,New York,40.786997,-73.970122,2024-07-08 9:49:57,8,7,2024
Lycorma delicatula,West Virginia,39.564226,-78.280849,2024-08-10 8:07:02,10,8,2024
Lycorma delicatula,Maryland,39.043389,-76.707614,2024-08-07 21:01:14,7,8,2024
Lycorma delicatula,New York,40.775505,-73.969222,2024-08-06 12:22:15,6,8,2024
Lycorma delicatula,Connecticut,41.106341,-73.429212,2024-08-10 10:01:47,10,8,2024
Lycorma delicatula,Virginia,38.49527,-78.423797,2024-08-11 12:28:18,11,8,2024
Lycorma delicatula,Virginia,38.847386,-77.625316,2024-08-11 15:25:06,11,8,2024
Lycorma delicatula,Virginia,38.76135,-77.213742,2024-08-07 18:10:51,7,8,2024
Lycorma delicatula,Virginia,38.535639,-77.674689,2024-08-10 7:21:30,10,8,2024
Lycorma delicatula,Maryland,39.30637,-76.694847,2024-08-07 9:26:33,7,8,2024
Lycorma delicatula,Pennsylvania,39.813529,-76.329321,2024-08-12 9:10,12,8,2024
Lycorma delicatula,New Jersey,40.205013,-74.004631,2024-08-13 14:28:28,13,8,2024
Lycorma delicatula,New York,40.776915,-73.237626,2024-08-08 15:42:47,8,8,2024
Lycorma delicatula,New York,41.347088,-73.71951,2024-08-11 14:15,11,8,2024
Lycorma delicatula,New Jersey,40.210072,-74.007469,2024-08-13 12:31:10,13,8,2024
Lycorma delicatula,Maryland,39.28721,-76.606859,2024-08-09 16:59:41,9,8,2024
Lycorma delicatula,Maryland,39.332291,-76.619825,2024-08-10 9:19:36,10,8,2024
Lycorma delicatula,Virginia,38.405692,-78.7043,2024-08-06 20:00:55,6,8,2024
Lycorma delicatula,Connecticut,41.09647,-73.37204,2024-08-10 18:04:40,10,8,2024
Lycorma delicatula,New York,40.605596,-73.87131,2024-08-13 13:26:10,13,8,2024
Lycorma delicatula,New York,41.119775,-73.764394,2024-08-05 16:08:10,5,8,2024
Lycorma delicatula,New York,40.696838,-73.983087,2024-08-07 12:44:18,7,8,2024
Lycorma delicatula,New York,40.895569,-73.891762,2024-08-06 12:13,6,8,2024
Lycorma delicatula,Maryland,39.658997,-78.928275,2024-08-10 7:50:19,10,8,2024
Lycorma delicatula,Pennsylvania,40.986328,-76.58538,2024-08-08 9:59:56,8,8,2024
Lycorma delicatula,Virginia,38.793436,-77.611052,2024-08-11 17:27:48,11,8,2024
Lycorma delicatula,Maryland,39.251597,-77.288442,2024-08-11 10:25:31,11,8,2024
Lycorma delicatula,Virginia,39.146088,-77.611229,2024-08-09 19:30:03,9,8,2024
Lycorma delicatula,New York,40.657295,-73.969362,2024-08-12 12:53:47,12,8,2024
Lycorma delicatula,Maryland,39.642494,-76.008928,2022-05-19 16:01:56,19,5,2022
Lycorma delicatula,Maryland,39.112947,-75.751539,2024-08-08 12:59,8,8,2024
Lycorma delicatula,Maryland,39.152836,-76.487997,2024-08-11 15:22,11,8,2024
Lycorma delicatula,Virginia,38.959076,-77.917992,2024-08-10 16:24:27,10,8,2024
Lycorma delicatula,New York,41.209202,-73.841669,2024-08-10 15:48:26,10,8,2024
Lycorma delicatula,Delaware,39.519355,-75.577003,2024-08-09 11:22:51,9,8,2024
Lycorma delicatula,New York,40.712732,-73.824258,2024-08-07 17:31:19,7,8,2024
Lycorma delicatula,Connecticut,41.103008,-73.513237,2024-08-07 17:13:50,7,8,2024
Lycorma delicatula,Virginia,38.500226,-78.767626,2024-07-29 12:32:11,29,7,2024
Lycorma delicatula,Virginia,38.871953,-78.203606,2024-08-07 13:10,7,8,2024
Lycorma delicatula,Connecticut,41.272563,-73.038308,2024-08-10 17:22:53,10,8,2024
Lycorma delicatula,Connecticut,41.221742,-73.056336,2024-08-10 11:41:13,10,8,2024
Lycorma delicatula,New Jersey,40.787197,-74.689438,2024-08-12 19:53:37,12,8,2024
Lycorma delicatula,New York,40.744069,-73.545518,2024-08-09 17:43:47,9,8,2024
Lycorma delicatula,New York,40.731275,-73.998467,2023-05-14 14:21:03,14,5,2023
Lycorma delicatula,Maryland,39.511572,-76.699017,2024-08-11 15:32:43,11,8,2024
Lycorma delicatula,Virginia,38.437655,-78.478638,2024-08-12 11:25:24,12,8,2024
Lycorma delicatula,New York,41.021082,-73.799954,2024-08-12 21:36:52,12,8,2024
Lycorma delicatula,Rhode Island,41.874805,-71.462738,2024-08-10 17:32:54,10,8,2024
Lycorma delicatula,Virginia,38.428768,-78.770782,2024-08-13 9:37:25,13,8,2024
Lycorma delicatula,New Jersey,40.509545,-74.438858,2024-08-13 14:36,13,8,2024
Lycorma delicatula,Maryland,39.15403,-76.908467,2024-08-11 11:37,11,8,2024
Lycorma delicatula,New York,40.686353,-73.330389,2024-08-10 17:48:44,10,8,2024
Lycorma delicatula,Maryland,39.309399,-76.886047,2024-08-10 16:15:42,10,8,2024
Lycorma delicatula,New York,40.761312,-73.976517,2024-08-11 16:28:44,11,8,2024
Lycorma delicatula,Pennsylvania,40.97984,-75.142048,2024-08-13 17:02:05,13,8,2024
Lycorma delicatula,New York,41.068864,-73.790015,2024-08-13 11:53:32,13,8,2024
Lycorma delicatula,Pennsylvania,40.416805,-79.205208,2024-08-07 14:28:51,7,8,2024
Lycorma delicatula,Maryland,38.92502,-76.905182,2024-08-11 13:17:06,11,8,2024
Lycorma delicatula,Virginia,39.11324,-77.576159,2024-08-11 10:29:07,11,8,2024
Lycorma delicatula,Virginia,38.92472,-77.563713,2024-08-09 16:20:22,9,8,2024
Lycorma delicatula,Maryland,39.191078,-76.818533,2024-08-10 13:49:31,10,8,2024
Lycorma delicatula,New Jersey,40.557938,-74.435855,2024-08-10 18:19:38,10,8,2024
Lycorma delicatula,Maryland,39.113527,-77.232795,2024-08-07 10:11:51,7,8,2024
Lycorma delicatula,Virginia,38.912926,-78.100281,2024-08-09 13:29:14,9,8,2024
Lycorma delicatula,Connecticut,41.112197,-73.346106,2024-08-08 14:31:22,8,8,2024
Lycorma delicatula,Pennsylvania,41.414809,-75.665198,2024-08-07 13:58:55,7,8,2024
Lycorma delicatula,Delaware,39.663295,-75.756997,2024-08-09 12:57:20,9,8,2024
Lycorma delicatula,New York,40.752777,-73.997665,2024-08-10 14:59:55,10,8,2024
Lycorma delicatula,New York,40.716705,-73.148993,2024-08-06 9:48:22,6,8,2024
Lycorma delicatula,Maryland,39.247222,-76.50962,2024-08-08 0:18:37,8,8,2024
Lycorma delicatula,New York,40.68947,-73.948738,2024-08-11 11:30:23,11,8,2024
Lycorma delicatula,Pennsylvania,39.877813,-76.247357,2024-08-03 10:12,3,8,2024
Lycorma delicatula,Maryland,39.677825,-78.807044,2024-07-26 17:21,26,7,2024
Lycorma delicatula,Maryland,39.152636,-76.487694,2024-08-11 15:22,11,8,2024
Lycorma delicatula,New York,41.347103,-73.71953,2024-08-11 14:15,11,8,2024
Lycorma delicatula,Maryland,38.995318,-77.006347,2024-08-10 10:22:34,10,8,2024
Lycorma delicatula,Connecticut,41.029719,-73.62642,2024-08-10 14:16:46,10,8,2024
Lycorma delicatula,Connecticut,41.102856,-73.513275,2024-08-09 21:39:22,9,8,2024
Lycorma delicatula,New York,40.751188,-73.985078,2024-08-09 17:04:53,9,8,2024
Lycorma delicatula,New Jersey,40.206017,-74.004281,2024-08-13 14:26:11,13,8,2024
Lycorma delicatula,New York,41.0408,-73.693908,2024-08-01 9:57:33,1,8,2024
Lycorma delicatula,New York,40.752267,-73.434845,2024-08-09 13:40:11,9,8,2024
Lycorma delicatula,Pennsylvania,39.871112,-75.72369,2024-08-09 17:08:35,9,8,2024
Lycorma delicatula,New York,40.84745,-73.940278,2024-08-08 10:57:21,8,8,2024
Lycorma delicatula,New York,41.632095,-73.922188,2024-08-07 12:15:39,7,8,2024
Lycorma delicatula,Virginia,38.87202,-78.203628,2024-08-07 13:10:21,7,8,2024
Lycorma delicatula,Virginia,38.517637,-78.438828,2024-08-07 16:26:31,7,8,2024
Lycorma delicatula,Connecticut,41.053901,-73.677901,2024-08-09 17:39:21,9,8,2024
Lycorma delicatula,New York,40.756203,-73.845725,2024-08-05 16:16:56,5,8,2024
Lycorma delicatula,Rhode Island,41.838649,-71.399737,2024-08-10 9:08:20,10,8,2024
Lycorma delicatula,Virginia,38.512669,-78.434297,2024-08-11 13:04:51,11,8,2024
Lycorma delicatula,New Jersey,41.099078,-74.164222,2024-08-13 12:06:45,13,8,2024
Lycorma delicatula,New York,40.877712,-73.345963,2024-08-10 14:32:05,10,8,2024
Lycorma delicatula,Pennsylvania,41.18866,-75.952782,2024-08-08 17:17:14,8,8,2024
Lycorma delicatula,Pennsylvania,40.362975,-78.787645,2024-08-03 19:21:20,3,8,2024
Lycorma delicatula,Virginia,38.91753,-78.189003,2024-08-08 11:12:38,8,8,2024
Lycorma delicatula,New Jersey,40.025792,-74.099258,2024-08-03 16:19:26,3,8,2024
Lycorma delicatula,Pennsylvania,41.28712,-74.834075,2024-08-07 11:59:33,7,8,2024
Lycorma delicatula,Pennsylvania,40.999436,-76.464869,2024-08-07 5:21,7,8,2024
Lycorma delicatula,New York,41.209213,-73.841674,2024-08-10 16:05:50,10,8,2024
Lycorma delicatula,Virginia,39.115358,-77.847214,2024-08-13 10:19:42,13,8,2024
Lycorma delicatula,New Jersey,40.787513,-74.687417,2024-08-12 19:56:18,12,8,2024
Lycorma delicatula,Maryland,39.094888,-77.189448,2024-08-11 22:18:53,11,8,2024
Lycorma delicatula,Maryland,39.5733,-77.597153,2024-08-11 12:45:17,11,8,2024
Lycorma delicatula,New York,40.649665,-73.994872,2024-08-13 9:16,13,8,2024
Lycorma delicatula,New York,41.738222,-74.186599,2024-07-27 13:26:41,27,7,2024
Lycorma delicatula,Virginia,38.780762,-78.323853,2024-08-10 10:12:09,10,8,2024
Lycorma delicatula,New York,41.209232,-73.841656,2024-08-10 16:00:48,10,8,2024
Lycorma delicatula,Connecticut,41.269351,-72.922618,2024-08-11 12:55:47,11,8,2024
Lycorma delicatula,New York,40.740615,-73.98393,2024-08-08 13:00:36,8,8,2024
Lycorma delicatula,Maryland,39.718853,-78.280638,2024-08-09 17:43:15,9,8,2024
Lycorma delicatula,Pennsylvania,41.415379,-75.666734,2024-08-07 13:47:51,7,8,2024
Lycorma delicatula,New York,40.711517,-74.011969,2024-08-09 12:19:18,9,8,2024
Lycorma delicatula,New York,40.717819,-73.450321,2024-07-05 12:14:40,5,7,2024
Lycorma delicatula,New York,40.860387,-73.91545,2024-08-08 14:41:26,8,8,2024
Lycorma delicatula,New Jersey,40.50737,-74.44037,2024-08-13 14:42:31,13,8,2024
Lycorma delicatula,Virginia,38.771147,-78.321953,2024-08-10 12:20:05,10,8,2024
Lycorma delicatula,Maryland,39.683144,-78.808144,2024-07-08 11:55,8,7,2024
Lycorma delicatula,New Jersey,40.507287,-74.440522,2024-08-13 14:43,13,8,2024
Lycorma delicatula,Maryland,39.156513,-76.728049,2024-08-12 11:16:37,12,8,2024
Lycorma delicatula,New Jersey,41.018529,-74.736741,2024-08-11 14:46,11,8,2024
Lycorma delicatula,Maryland,39.647684,-77.728997,2024-08-01 8:24,1,8,2024
Lycorma delicatula,New York,40.894104,-73.311295,2024-08-13 12:52:21,13,8,2024
Lycorma delicatula,New York,40.742683,-74.003822,2024-08-09 16:19:50,9,8,2024
Lycorma delicatula,Maryland,39.058753,-77.038692,2024-08-08 7:11:35,8,8,2024
Lycorma delicatula,Maryland,39.677783,-78.8069,2024-07-08 11:26,8,7,2024
Lycorma delicatula,New York,41.33518,-74.040685,2024-07-31 17:22:37,31,7,2024
Lycorma delicatula,Virginia,38.665344,-78.461571,2024-08-10 9:30:19,10,8,2024
Lycorma delicatula,New York,40.805532,-73.296072,2024-08-10 9:43:42,10,8,2024
Lycorma delicatula,New Jersey,39.67362,-75.315072,2024-08-09 11:30:04,9,8,2024
Lycorma delicatula,New York,42.451179,-76.491047,2024-08-09 10:25:03,9,8,2024
Lycorma delicatula,Virginia,39.161978,-78.270395,2022-05-19 16:58:30,19,5,2022
Lycorma delicatula,New York,41.495297,-73.946913,2024-08-12 10:27:40,12,8,2024
Lycorma delicatula,Maryland,39.309781,-76.633869,2024-08-11 10:18:57,11,8,2024
Lycorma delicatula,Pennsylvania,40.565584,-78.070977,2024-08-11 15:08:29,11,8,2024
Lycorma delicatula,Maryland,39.21825,-76.079772,2024-08-11 13:20:34,11,8,2024
Lycorma delicatula,New Jersey,40.209733,-74.002708,2024-08-13 14:16:47,13,8,2024
Lycorma delicatula,Virginia,38.428731,-78.770877,2024-08-13 10:32:29,13,8,2024
Lycorma delicatula,New York,40.838052,-73.897583,2024-06-18 14:56,18,6,2024
Lycorma delicatula,Pennsylvania,40.147732,-77.317172,2024-08-11 14:51:39,11,8,2024
Lycorma delicatula,New Jersey,41.018529,-74.736741,2024-08-11 14:46,11,8,2024
Lycorma delicatula,Pennsylvania,40.079042,-76.889438,2024-08-10 12:58:15,10,8,2024
Lycorma delicatula,New Jersey,40.44327,-74.438512,2024-08-13 8:39,13,8,2024
Lycorma delicatula,Maryland,39.190928,-76.818428,2024-08-10 13:28:54,10,8,2024
Lycorma delicatula,New Jersey,39.35999,-74.416651,2024-08-10 14:39:53,10,8,2024
Lycorma delicatula,Maryland,39.190928,-76.818428,2024-08-10 13:29:48,10,8,2024
Lycorma delicatula,Maryland,39.051998,-77.039747,2024-08-07 11:31:07,7,8,2024
Lycorma delicatula,New Jersey,40.981742,-74.993662,2024-08-12 10:37:55,12,8,2024
Lycorma delicatula,New Jersey,40.215107,-74.619634,2024-08-09 16:52:50,9,8,2024
Lycorma delicatula,Virginia,38.073282,-79.128341,2024-08-06 14:17:22,6,8,2024
Lycorma delicatula,New Jersey,40.972073,-74.296286,2024-08-10 12:12:36,10,8,2024
Lycorma delicatula,Rhode Island,41.868712,-71.493586,2024-08-09 13:24:26,9,8,2024
Lycorma delicatula,New York,40.851006,-73.880003,2024-08-10 13:58:28,10,8,2024
Lycorma delicatula,New York,40.896295,-73.891395,2024-08-06 12:11:54,6,8,2024
Lycorma delicatula,Maryland,39.286384,-76.609382,2024-08-02 10:46,2,8,2024
Lycorma delicatula,Pennsylvania,40.990928,-76.437988,2024-08-10 12:57:59,10,8,2024
Lycorma delicatula,Connecticut,41.21933,-73.087891,2024-08-13 15:41:59,13,8,2024
Lycorma delicatula,New York,42.451422,-76.491077,2024-08-08 19:13:32,8,8,2024
Lycorma delicatula,Maryland,39.534861,-77.618116,2024-08-08 16:15:11,8,8,2024
Lycorma delicatula,New York,41.291703,-73.630272,2024-08-10 7:43:51,10,8,2024
Lycorma delicatula,Pennsylvania,41.21634,-76.002086,2024-08-09 11:39:41,9,8,2024
Lycorma delicatula,Maryland,39.254475,-76.929712,2024-07-19 17:39:23,19,7,2024
Lycorma delicatula,New York,40.762471,-73.814483,2024-08-05 11:05:03,5,8,2024
Lycorma delicatula,New Jersey,40.720322,-74.034997,2024-08-05 8:24:53,5,8,2024
Lycorma delicatula,New York,40.72327,-73.259605,2024-07-31 9:30:53,31,7,2024
Lycorma delicatula,New York,40.7655,-73.981033,2024-08-02 11:23:39,2,8,2024
Lycorma delicatula,New York,40.754719,-73.759103,2024-08-02 0:37:13,2,8,2024
Lycorma delicatula,New York,41.087689,-73.858125,2024-08-02 19:29:42,2,8,2024
Lycorma delicatula,New York,40.818971,-73.879784,2024-07-26 12:53,26,7,2024
Lycorma delicatula,New York,40.76066,-73.828043,2024-08-05 20:55:03,5,8,2024
Lycorma delicatula,New Jersey,39.485445,-75.050094,2024-07-29 10:07:47,29,7,2024
Lycorma delicatula,New York,40.774575,-73.977622,2024-08-05 14:40:57,5,8,2024
Lycorma delicatula,Virginia,39.135583,-78.185005,2024-08-05 12:13:18,5,8,2024
Lycorma delicatula,Maryland,39.703224,-78.012972,2024-08-03 16:07,3,8,2024
Lycorma delicatula,Pennsylvania,41.284121,-75.964339,2024-08-04 19:44:36,4,8,2024
Lycorma delicatula,New York,41.257743,-73.891907,2024-07-28 15:55,28,7,2024
Lycorma delicatula,New York,41.288385,-73.930743,2024-08-05 13:59:41,5,8,2024
Lycorma delicatula,New Jersey,39.413738,-75.313935,2024-08-03 12:00:41,3,8,2024
Lycorma delicatula,Pennsylvania,40.619549,-75.357657,2024-08-02 18:50:46,2,8,2024
Lycorma delicatula,New York,40.77504,-73.966483,2024-07-31 10:34:57,31,7,2024
Lycorma delicatula,New Jersey,40.424186,-73.981975,2024-08-05 17:58:46,5,8,2024
Lycorma delicatula,Maryland,39.482955,-76.484194,2024-08-04 12:06,4,8,2024
Lycorma delicatula,Virginia,39.080095,-78.214795,2024-08-04 14:10:20,4,8,2024
Lycorma delicatula,Maryland,39.334058,-76.620832,2024-08-04 8:19:29,4,8,2024
Lycorma delicatula,Delaware,39.267913,-75.465308,2024-08-02 11:32:14,2,8,2024
Lycorma delicatula,Maryland,39.019658,-76.915385,2024-06-03 11:14,3,6,2024
Lycorma delicatula,New York,41.209222,-73.841668,2024-08-05 13:36:20,5,8,2024
Lycorma delicatula,New York,40.71392,-74.013908,2024-07-29 11:44:21,29,7,2024
Lycorma delicatula,New York,40.698397,-73.870042,2024-07-14 10:41:50,14,7,2024
Lycorma delicatula,New York,40.750675,-73.939287,2024-08-05 18:59:14,5,8,2024
Lycorma delicatula,Maryland,39.244434,-76.65399,2024-07-27 16:54,27,7,2024
Lycorma delicatula,New York,40.657247,-73.9694,2024-08-06 9:49:55,6,8,2024
Lycorma delicatula,Virginia,38.424255,-78.737228,2024-08-05 12:21:25,5,8,2024
Lycorma delicatula,Pennsylvania,39.909959,-77.890211,2024-08-02 19:25:54,2,8,2024
Lycorma delicatula,New York,40.87186,-73.719976,2024-07-13 15:17:13,13,7,2024
Lycorma delicatula,New Jersey,39.610827,-75.251137,2024-07-30 19:37,30,7,2024
Lycorma delicatula,Connecticut,41.283757,-72.961648,2024-08-05 10:24:59,5,8,2024
Lycorma delicatula,Connecticut,41.122417,-73.452287,2024-08-01 21:40:02,1,8,2024
Lycorma delicatula,Maryland,39.177978,-77.316545,2024-07-30 12:51:58,30,7,2024
Lycorma delicatula,New York,40.767967,-73.980637,2024-08-04 14:00:42,4,8,2024
Lycorma delicatula,Connecticut,41.149333,-73.237183,2024-07-19 15:54,19,7,2024
Lycorma delicatula,New York,40.689637,-73.562912,2024-08-05 14:58:02,5,8,2024
Lycorma delicatula,Connecticut,41.207744,-73.059354,2024-08-05 18:31:35,5,8,2024
Lycorma delicatula,Pennsylvania,40.810975,-75.520247,2024-08-03 12:29:36,3,8,2024
Lycorma delicatula,New York,40.538364,-74.227269,2024-07-30 14:24,30,7,2024
Lycorma delicatula,Connecticut,41.264663,-72.970872,2024-08-04 10:12:52,4,8,2024
Lycorma delicatula,New York,41.214562,-74.115173,2024-07-26 11:12,26,7,2024
Lycorma delicatula,Maryland,39.066406,-76.720742,2024-07-30 18:13:51,30,7,2024
Lycorma delicatula,Maryland,39.610847,-77.019501,2024-08-02 16:16:26,2,8,2024
Lycorma delicatula,West Virginia,39.325378,-77.738882,2024-07-28 10:43:05,28,7,2024
Lycorma delicatula,West Virginia,39.319269,-77.769227,2024-07-28 19:30,28,7,2024
Lycorma delicatula,New York,41.179393,-73.68607,2024-07-31 9:51:55,31,7,2024
Lycorma delicatula,Pennsylvania,39.945817,-75.143822,2024-08-01 8:24:35,1,8,2024
Lycorma delicatula,Maryland,39.57242,-76.513015,2024-08-05 18:28:45,5,8,2024
Lycorma delicatula,Virginia,38.905004,-77.387305,2024-08-03 13:28:43,3,8,2024
Lycorma delicatula,Virginia,38.593024,-78.380369,2024-08-04 11:06:07,4,8,2024
Lycorma delicatula,Maryland,38.987083,-76.529782,2024-07-30 11:40,30,7,2024
Lycorma delicatula,New York,40.767892,-73.973258,2024-08-03 14:19:37,3,8,2024
Lycorma delicatula,New Jersey,39.688999,-74.458963,2024-08-03 11:22:57,3,8,2024
Lycorma delicatula,New York,40.76588,-73.981588,2024-08-02 11:24:27,2,8,2024
Lycorma delicatula,Pennsylvania,39.959942,-75.171342,2024-07-30 17:02:52,30,7,2024
Lycorma delicatula,New York,40.862937,-73.373134,2024-08-05 12:08:26,5,8,2024
Lycorma delicatula,Pennsylvania,40.488738,-76.246445,2024-08-05 15:48:41,5,8,2024
Lycorma delicatula,New Jersey,40.670012,-74.402478,2024-08-04 11:45:56,4,8,2024
Lycorma delicatula,New York,40.654006,-74.019534,2024-08-01 8:22,1,8,2024
Lycorma delicatula,Maryland,39.044473,-76.575773,2024-08-04 14:47:19,4,8,2024
Lycorma delicatula,Maryland,39.559178,-76.479031,2024-08-05 18:29:04,5,8,2024
Lycorma delicatula,New Jersey,40.470203,-74.426586,2024-08-04 16:26,4,8,2024
Lycorma delicatula,Virginia,38.806938,-77.539328,2024-08-04 8:05,4,8,2024
Lycorma delicatula,New York,40.703971,-73.927473,2024-08-01 19:10:23,1,8,2024
Lycorma delicatula,New York,40.71325,-74.007872,2024-08-02 18:31:26,2,8,2024
Lycorma delicatula,New York,40.604635,-73.925334,2024-06-08 15:09,8,6,2024
Lycorma delicatula,New York,40.652978,-73.682922,2024-07-20 12:29:01,20,7,2024
Lycorma delicatula,New York,40.685558,-72.998108,2024-08-01 16:04:53,1,8,2024
Lycorma delicatula,Pennsylvania,40.386513,-76.034751,2024-07-09 10:39,9,7,2024
Lycorma delicatula,New York,40.713587,-73.830825,2024-08-05 18:12:50,5,8,2024
Lycorma delicatula,New York,40.5939,-74.168378,2024-07-02 16:14,2,7,2024
Lycorma delicatula,New York,40.689862,-73.563003,2024-08-05 17:15:10,5,8,2024
